# frequency_cm-1 intensity
 1636.780273 1.835339594658e-01
 1637.754830 2.124566906688e-01
 1638.729386 2.435396642484e-01
 1639.703943 2.762753914050e-01
 1640.678500 3.100362743240e-01
 1641.653057 3.440848440732e-01
 1642.627613 3.775940919526e-01
 1643.602170 4.096775012274e-01
 1644.576727 4.394274207364e-01
 1645.551283 4.659594698439e-01
 1646.525840 4.884598418330e-01
 1647.500397 5.062317960740e-01
 1648.474953 5.187373959166e-01
 1649.449510 5.256307216823e-01
 1650.424067 5.267793802001e-01
 1651.398623 5.222721026231e-01
 1652.373180 5.124114758873e-01
 1653.347737 4.976922521623e-01
 1654.322293 4.787670618602e-01
 1655.296850 4.564025535196e-01
 1656.271407 4.314298536355e-01
 1657.245963 4.046936788304e-01
 1658.220520 3.770043958857e-01
 1659.195077 3.490968288574e-01
 1660.169634 3.215987324549e-01
 1661.144190 2.950107091609e-01
 1662.118747 2.696980938745e-01
 1663.093304 2.458941192509e-01
 1664.067860 2.237126463186e-01
 1665.042417 2.031680032547e-01
 1666.016974 1.841990797626e-01
 1666.991530 1.666947851529e-01
 1667.966087 1.505182588644e-01
 1668.940644 1.355277504296e-01
 1669.915200 1.215927671020e-01
 1670.889757 1.086048198982e-01
 1671.864314 9.648278857725e-02
 1672.838870 8.517349804177e-02
 1673.813427 7.464850403665e-02
 1674.787984 6.489830480756e-02
 1675.762540 5.592523437989e-02
 1676.737097 4.773618058075e-02
 1677.711654 4.033604909574e-02
 1678.686211 3.372261182272e-02
 1679.660767 2.788308002620e-02
 1680.635324 2.279246929667e-02
 1681.609881 1.841360191618e-02
 1682.584437 1.469843821953e-02
 1683.558994 1.159034533504e-02
 1684.533551 9.026892987392e-03
 1685.508107 6.942798877353e-03
 1686.482664 5.272714160340e-03
 1687.457221 3.953625957169e-03
 1688.431777 2.926743786352e-03
 1689.406334 2.138818827091e-03
 1690.380891 1.542911535029e-03
 1691.355447 1.098670783162e-03
 1692.330004 7.722161384117e-04
 1693.304561 5.357262704950e-04
 1694.279117 3.668344215472e-04
 1695.253674 2.479204916998e-04
 1696.228231 1.653726216606e-04
 1697.202788 1.088725735812e-04
 1698.177344 7.074127588836e-05
 1699.151901 4.536526328974e-05
 1700.126458 2.871226154644e-05
 1701.101014 1.793504940418e-05
 1702.075571 1.105674203788e-05
 1703.050128 6.727283911218e-06
 1704.024684 4.039607284317e-06
 1704.999241 2.394001413381e-06
 1705.973798 1.400215109341e-06
 1706.948354 8.082572338516e-07
 1707.922911 4.604563050221e-07
 1708.897468 2.588873483195e-07
 1709.872024 1.436535896006e-07
 1710.846581 7.866927101235e-08
 1711.821138 4.251836375931e-08
 1712.795694 2.267934782773e-08
 1713.770251 1.193897497131e-08
 1714.744808 6.202772748216e-09
 1715.719365 3.180438159209e-09
 1716.693921 1.609423075867e-09
 1717.668478 8.037770756513e-10
 1718.643035 3.961713653558e-10
 1719.617591 1.927136977515e-10
 1720.592148 9.251754313878e-11
 1721.566705 4.383465336479e-11
 1722.541261 2.049712831569e-11
 1723.515818 9.459112799579e-12
 1724.490375 4.308139095287e-12
 1725.464931 1.936470769843e-12
 1726.439488 8.590413774682e-13
 1727.414045 3.760963520162e-13
 1728.388601 1.625047477835e-13
 1729.363158 6.929707081010e-14
 1730.337715 2.916389912222e-14
 1731.312271 1.211318028052e-14
 1732.286828 4.965381884981e-15
 1733.261385 2.008764428226e-15
 1734.235942 8.020237707600e-16
 1735.210498 3.160292988308e-16
 1736.185055 1.228992775586e-16
 1737.159612 4.716862175972e-17
 1738.134168 1.786647667675e-17
 1739.108725 6.678924281448e-18
 1740.083282 2.464086762477e-18
 1741.057838 8.971960305807e-19
 1742.032395 3.224041053146e-19
 1743.006952 1.143393330504e-19
 1743.981508 4.001958838344e-20
 1744.956065 1.382392763000e-20
 1745.930622 4.712725635515e-21
 1746.905178 1.585604001560e-21
 1747.879735 5.265009758543e-22
 1748.854292 1.725382936536e-22
 1749.828848 5.580250406430e-23
 1750.803405 1.781163339099e-23
 1751.777962 5.610940693502e-24
 1752.752519 1.744413663562e-24
 1753.727075 5.352357972207e-25
 1754.701632 1.620774871323e-25
 1755.676189 4.843754331909e-26
 1756.650745 1.428641930469e-26
 1757.625302 4.158594236671e-27
 1758.599859 1.194679943919e-27
 1759.574415 3.387181503319e-28
 1760.548972 9.477793364301e-29
 1761.523529 2.617326325719e-29
 1762.498085 7.133298231938e-30
 1763.472642 1.918689771484e-30
 1764.447199 5.093320552715e-31
 1765.421755 1.334378788691e-31
 1766.396312 3.450159083823e-32
 1767.370869 8.804019215887e-33
 1768.345425 2.217199202587e-33
 1769.319982 5.510745012942e-34
 1770.294539 1.351754392564e-34
 1771.269096 3.272405646302e-35
 1772.243652 7.818408317762e-36
 1773.218209 1.843535193857e-36
 1774.192766 4.290089856172e-37
 1775.167322 9.852880487251e-38
 1776.141879 2.233273496400e-38
 1777.116436 4.995770504108e-39
 1778.090992 1.102922299840e-39
 1779.065549 2.403085520233e-40
 1780.040106 5.167439564900e-41
 1781.014662 1.096638417917e-41
 1781.989219 2.296853930687e-42
 1782.963776 4.747720766208e-43
 1783.938332 9.685428296954e-44
 1784.912889 1.949998884536e-44
 1785.887446 3.874643645149e-45
 1786.862002 7.598205584196e-46
 1787.836559 1.470524229114e-46
 1788.811116 2.808763673805e-47
 1789.785673 5.294684487862e-48
 1790.760229 9.850240673038e-49
 1791.734786 1.808570608950e-49
 1792.709343 3.277222791384e-50
 1793.683899 5.860819344262e-51
 1794.658456 1.034409674371e-51
 1795.633013 1.801808714955e-52
 1796.607569 3.097466822889e-53
 1797.582126 5.255166908038e-54
 1798.556683 8.799302246580e-55
 1799.531239 1.454091807320e-55
 1800.505796 2.371468117015e-56
 1801.480353 3.817021651960e-57
 1802.454909 6.063366603996e-58
 1803.429466 9.505717468525e-59
 1804.404023 1.470746579754e-59
 1805.378579 2.245808198339e-60
 1806.353136 3.384459716812e-61
 1807.327693 5.033706694687e-62
 1808.302250 7.388705113920e-63
 1809.276806 1.070361876711e-63
 1810.251363 1.530293738591e-64
 1811.225920 2.159239621607e-65
 1812.200476 3.006829143889e-66
 1813.175033 4.132363642210e-67
 1814.149590 5.604929873731e-68
 1815.124146 7.502805797806e-69
 1816.098703 9.911949895591e-70
 1817.073260 1.292338734465e-70
 1818.047816 1.662935847175e-71
 1819.022373 2.111818061428e-72
 1819.996930 2.646789329288e-73
 1820.971486 3.273890282939e-74
 1821.946043 3.996600490822e-75
 1822.920600 4.815032518137e-76
 1823.895156 5.725185756933e-77
 1824.869713 6.718337397867e-78
 1825.844270 7.780650533230e-79
 1826.818827 8.893073445980e-80
 1827.793383 1.003158873994e-80
 1828.767940 1.116784634888e-81
 1829.742497 1.227018220016e-82
 1830.717053 1.330498728113e-83
 1831.691610 1.423835400349e-84
 1832.666167 1.503789263550e-85
 1833.640723 1.567458472986e-86
 1834.615280 1.612452679932e-87
 1835.589837 1.637041856093e-88
 1836.564393 1.640266667501e-89
 1837.538950 1.622000583135e-90
 1838.513507 1.582958113287e-91
 1839.488063 1.524648429978e-92
 1840.462620 1.449278565899e-93
 1841.437177 1.359614846452e-94
 1842.411733 1.258814677042e-95
 1843.386290 1.150242918361e-96
 1844.360847 1.037287654391e-97
 1845.335404 9.231892113317e-99
 1846.309960 8.108940293199e-100
 1847.284517 7.029417778462e-101
 1848.259074 6.013903829274e-102
 1849.233630 5.077798615740e-103
 1850.208187 4.231324547643e-104
 1851.182744 3.479838372349e-105
 1852.157300 2.824383584564e-106
 1853.131857 2.262403975302e-107
 1854.106414 1.788539361502e-108
 1855.080970 1.395432135530e-109
 1856.055527 1.074486117138e-110
 1857.030084 8.165349295356e-112
 1858.004640 6.123935350717e-113
 1858.979197 4.532818164856e-114
 1859.953754 3.311218718547e-115
 1860.928310 2.387202771738e-116
 1861.902867 1.698527654541e-117
 1862.877424 1.192718086589e-118
 1863.851981 8.265799345386e-120
 1864.826537 5.653452954408e-121
 1865.801094 3.816142444702e-122
 1866.775651 2.542244067230e-123
 1867.750207 1.671443799328e-124
 1868.724764 1.084546519622e-125
 1869.699321 6.945227276339e-127
 1870.673877 4.389414662363e-128
 1871.648434 2.737843556797e-129
 1872.622991 1.685359360849e-130
 1873.597547 1.023901731086e-131
 1874.572104 6.139116961639e-133
 1875.546661 3.632749139204e-134
 1876.521217 2.121518289362e-135
 1877.495774 1.222756618772e-136
 1878.470331 6.955288280100e-138
 1879.444887 3.904560159764e-139
 1880.419444 2.163271221159e-140
 1881.394001 1.182855510533e-141
 1882.368558 6.383138867965e-143
 1883.343114 3.399529066203e-144
 1884.317671 1.786837652349e-145
 1885.292228 9.269008973446e-147
 1886.266784 4.745296793501e-148
 1887.241341 2.397592265586e-149
 1888.215898 1.195553865752e-150
 1889.190454 5.883623010475e-152
 1890.165011 2.857606322947e-153
 1891.139568 1.369751640212e-154
 1892.114124 6.479822817059e-156
 1893.088681 3.025285062413e-157
 1894.063238 1.393963319278e-158
 1895.037794 6.338963621202e-160
 1896.012351 2.844900250551e-161
 1896.986908 1.260078780783e-162
 1897.961464 5.508206630476e-164
 1898.936021 2.376318339175e-165
 1899.910578 1.011767876080e-166
 1900.885135 4.251469067142e-168
 1901.859691 1.763108468696e-169
 1902.834248 7.216072866799e-171
 1903.808805 2.914772471194e-172
 1904.783361 1.161957594761e-173
 1905.757918 4.571489949685e-175
 1906.732475 1.775035856212e-176
 1907.707031 6.802027164661e-178
 1908.681588 2.572476785430e-179
 1909.656145 9.601662518102e-181
 1910.630701 3.536904069617e-182
 1911.605258 1.285825383432e-183
 1912.579815 4.613415598537e-185
 1913.554371 1.633597405961e-186
 1914.528928 5.708859583967e-188
 1915.503485 1.968953944926e-189
 1916.478041 6.701987679741e-191
 1917.452598 2.251404672445e-192
 1918.427155 7.464236161359e-194
 1919.401712 2.442300232493e-195
 1920.376268 7.886686915564e-197
 1921.350825 2.513460248481e-198
 1922.325382 7.905535844000e-200
 1923.299938 2.453988221016e-201
 1924.274495 7.517882023298e-203
 1925.249052 2.273005094312e-204
 1926.223608 6.782459086237e-206
 1927.198165 1.997357602013e-207
 1928.172722 5.805055038270e-209
 1929.147278 1.665093889806e-210
 1930.121835 4.713602800817e-212
 1931.096392 1.316888817818e-213
 1932.070948 3.631007176444e-215
 1933.045505 9.880683206998e-217
 1934.020062 2.653558789340e-218
 1934.994618 7.033189564485e-220
 1935.969175 1.839745726938e-221
 1936.943732 4.749470049918e-223
 1937.918288 1.210080811969e-224
 1938.892845 3.042744360707e-226
 1939.867402 7.550894954458e-228
 1940.841959 1.849325088750e-229
 1941.816515 4.470025134597e-231
 1942.791072 1.066322417059e-232
 1943.765629 2.510435017974e-234
 1944.740185 5.832990911348e-236
 1945.714742 1.337566816424e-237
 1946.689299 3.027063577850e-239
 1947.663855 6.760977178287e-241
 1948.638412 1.490319101885e-242
 1949.612969 3.242133820696e-244
 1950.587525 6.960885272000e-246
 1951.562082 1.474958787771e-247
 1952.536639 3.084445963667e-249
 1953.511195 6.365848774094e-251
 1954.485752 1.296633802295e-252
 1955.460309 2.606515017961e-254
 1956.434865 5.171124507047e-256
 1957.409422 1.012492064811e-257
 1958.383979 1.956501262517e-259
 1959.358536 3.731216999353e-261
 1960.333092 7.022677952673e-263
 1961.307649 1.304478330220e-264
 1962.282206 2.391403474221e-266
 1963.256762 4.326639524022e-268
 1964.231319 7.725568387489e-270
 1965.205876 1.361419729227e-271
 1966.180432 2.367748167974e-273
 1967.154989 4.064066907165e-275
 1968.129546 6.884431129857e-277
 1969.104102 1.150951811740e-278
 1970.078659 1.899013677367e-280
 1971.053216 3.092294977899e-282
 1972.027772 4.969533335382e-284
 1973.002329 7.881922709805e-286
 1973.976886 1.233759773823e-287
 1974.951442 1.905947400949e-289
 1975.925999 2.905849293497e-291
 1976.900556 4.372372285649e-293
 1977.875113 6.492964818181e-295
 1978.849669 9.515921201573e-297
 1979.824226 1.376386788119e-298
 1980.798783 1.964771382589e-300
 1981.773339 2.767995777120e-302
 1982.747896 3.848581546864e-304
 1983.722453 5.281020261796e-306
 1984.697009 7.151824438817e-308
 1985.671566 9.558675686433e-310
 1986.646123 1.260841454391e-311
 1987.620679 1.641364750350e-313
 1988.595236 2.108781562584e-315
 1989.569793 2.673867959258e-317
 1990.544349 3.346010179895e-319
 1991.518906 4.135329455691e-321
 1992.493463 4.940656458412e-323
 1993.468019 0.000000000000e+00
 1994.442576 0.000000000000e+00
 1995.417133 0.000000000000e+00
 1996.391690 0.000000000000e+00
 1997.366246 0.000000000000e+00
 1998.340803 0.000000000000e+00
 1999.315360 0.000000000000e+00
 2000.289916 0.000000000000e+00
 2001.264473 0.000000000000e+00
 2002.239030 0.000000000000e+00
 2003.213586 0.000000000000e+00
 2004.188143 0.000000000000e+00
 2005.162700 0.000000000000e+00
 2006.137256 0.000000000000e+00
 2007.111813 0.000000000000e+00
 2008.086370 0.000000000000e+00
 2009.060926 0.000000000000e+00
 2010.035483 0.000000000000e+00
 2011.010040 0.000000000000e+00
 2011.984596 0.000000000000e+00
 2012.959153 0.000000000000e+00
 2013.933710 0.000000000000e+00
 2014.908267 0.000000000000e+00
 2015.882823 0.000000000000e+00
 2016.857380 0.000000000000e+00
 2017.831937 0.000000000000e+00
 2018.806493 0.000000000000e+00
 2019.781050 0.000000000000e+00
 2020.755607 0.000000000000e+00
 2021.730163 0.000000000000e+00
 2022.704720 0.000000000000e+00
 2023.679277 0.000000000000e+00
 2024.653833 0.000000000000e+00
 2025.628390 0.000000000000e+00
 2026.602947 0.000000000000e+00
 2027.577503 0.000000000000e+00
 2028.552060 0.000000000000e+00
 2029.526617 0.000000000000e+00
 2030.501173 0.000000000000e+00
 2031.475730 0.000000000000e+00
 2032.450287 0.000000000000e+00
 2033.424844 0.000000000000e+00
 2034.399400 0.000000000000e+00
 2035.373957 0.000000000000e+00
 2036.348514 0.000000000000e+00
 2037.323070 0.000000000000e+00
 2038.297627 0.000000000000e+00
 2039.272184 0.000000000000e+00
 2040.246740 0.000000000000e+00
 2041.221297 0.000000000000e+00
 2042.195854 0.000000000000e+00
 2043.170410 0.000000000000e+00
 2044.144967 0.000000000000e+00
 2045.119524 0.000000000000e+00
 2046.094080 0.000000000000e+00
 2047.068637 0.000000000000e+00
 2048.043194 0.000000000000e+00
 2049.017750 0.000000000000e+00
 2049.992307 0.000000000000e+00
 2050.966864 0.000000000000e+00
 2051.941421 0.000000000000e+00
 2052.915977 0.000000000000e+00
 2053.890534 0.000000000000e+00
 2054.865091 0.000000000000e+00
 2055.839647 0.000000000000e+00
 2056.814204 0.000000000000e+00
 2057.788761 0.000000000000e+00
 2058.763317 0.000000000000e+00
 2059.737874 0.000000000000e+00
 2060.712431 0.000000000000e+00
 2061.686987 0.000000000000e+00
 2062.661544 0.000000000000e+00
 2063.636101 0.000000000000e+00
 2064.610657 0.000000000000e+00
 2065.585214 0.000000000000e+00
 2066.559771 0.000000000000e+00
 2067.534327 0.000000000000e+00
 2068.508884 0.000000000000e+00
 2069.483441 0.000000000000e+00
 2070.457998 0.000000000000e+00
 2071.432554 0.000000000000e+00
 2072.407111 0.000000000000e+00
 2073.381668 0.000000000000e+00
 2074.356224 0.000000000000e+00
 2075.330781 0.000000000000e+00
 2076.305338 0.000000000000e+00
 2077.279894 0.000000000000e+00
 2078.254451 0.000000000000e+00
 2079.229008 0.000000000000e+00
 2080.203564 0.000000000000e+00
 2081.178121 0.000000000000e+00
 2082.152678 0.000000000000e+00
 2083.127234 0.000000000000e+00
 2084.101791 0.000000000000e+00
 2085.076348 0.000000000000e+00
 2086.050904 0.000000000000e+00
 2087.025461 0.000000000000e+00
 2088.000018 0.000000000000e+00
 2088.974575 0.000000000000e+00
 2089.949131 0.000000000000e+00
 2090.923688 0.000000000000e+00
 2091.898245 0.000000000000e+00
 2092.872801 0.000000000000e+00
 2093.847358 0.000000000000e+00
 2094.821915 0.000000000000e+00
 2095.796471 0.000000000000e+00
 2096.771028 0.000000000000e+00
 2097.745585 0.000000000000e+00
 2098.720141 0.000000000000e+00
 2099.694698 0.000000000000e+00
 2100.669255 0.000000000000e+00
 2101.643811 0.000000000000e+00
 2102.618368 0.000000000000e+00
 2103.592925 0.000000000000e+00
 2104.567481 0.000000000000e+00
 2105.542038 0.000000000000e+00
 2106.516595 0.000000000000e+00
 2107.491152 0.000000000000e+00
 2108.465708 0.000000000000e+00
 2109.440265 0.000000000000e+00
 2110.414822 0.000000000000e+00
 2111.389378 0.000000000000e+00
 2112.363935 0.000000000000e+00
 2113.338492 0.000000000000e+00
 2114.313048 0.000000000000e+00
 2115.287605 0.000000000000e+00
 2116.262162 0.000000000000e+00
 2117.236718 0.000000000000e+00
 2118.211275 0.000000000000e+00
 2119.185832 0.000000000000e+00
 2120.160388 0.000000000000e+00
 2121.134945 0.000000000000e+00
 2122.109502 0.000000000000e+00
 2123.084058 0.000000000000e+00
 2124.058615 0.000000000000e+00
 2125.033172 0.000000000000e+00
 2126.007729 0.000000000000e+00
 2126.982285 0.000000000000e+00
 2127.956842 0.000000000000e+00
 2128.931399 0.000000000000e+00
 2129.905955 0.000000000000e+00
 2130.880512 0.000000000000e+00
 2131.855069 0.000000000000e+00
 2132.829625 0.000000000000e+00
 2133.804182 0.000000000000e+00
 2134.778739 0.000000000000e+00
 2135.753295 0.000000000000e+00
 2136.727852 0.000000000000e+00
 2137.702409 0.000000000000e+00
 2138.676965 0.000000000000e+00
 2139.651522 0.000000000000e+00
 2140.626079 0.000000000000e+00
 2141.600635 0.000000000000e+00
 2142.575192 0.000000000000e+00
 2143.549749 0.000000000000e+00
 2144.524306 0.000000000000e+00
 2145.498862 0.000000000000e+00
 2146.473419 0.000000000000e+00
 2147.447976 0.000000000000e+00
 2148.422532 0.000000000000e+00
 2149.397089 0.000000000000e+00
 2150.371646 0.000000000000e+00
 2151.346202 0.000000000000e+00
 2152.320759 0.000000000000e+00
 2153.295316 0.000000000000e+00
 2154.269872 0.000000000000e+00
 2155.244429 0.000000000000e+00
 2156.218986 0.000000000000e+00
 2157.193542 0.000000000000e+00
 2158.168099 0.000000000000e+00
 2159.142656 0.000000000000e+00
 2160.117212 0.000000000000e+00
 2161.091769 0.000000000000e+00
 2162.066326 0.000000000000e+00
 2163.040883 0.000000000000e+00
 2164.015439 0.000000000000e+00
 2164.989996 0.000000000000e+00
 2165.964553 0.000000000000e+00
 2166.939109 0.000000000000e+00
 2167.913666 0.000000000000e+00
 2168.888223 0.000000000000e+00
 2169.862779 0.000000000000e+00
 2170.837336 0.000000000000e+00
 2171.811893 0.000000000000e+00
 2172.786449 0.000000000000e+00
 2173.761006 0.000000000000e+00
 2174.735563 0.000000000000e+00
 2175.710119 0.000000000000e+00
 2176.684676 0.000000000000e+00
 2177.659233 0.000000000000e+00
 2178.633789 0.000000000000e+00
 2179.608346 0.000000000000e+00
 2180.582903 0.000000000000e+00
 2181.557460 0.000000000000e+00
 2182.532016 0.000000000000e+00
 2183.506573 0.000000000000e+00
 2184.481130 0.000000000000e+00
 2185.455686 0.000000000000e+00
 2186.430243 0.000000000000e+00
 2187.404800 0.000000000000e+00
 2188.379356 0.000000000000e+00
 2189.353913 0.000000000000e+00
 2190.328470 0.000000000000e+00
 2191.303026 0.000000000000e+00
 2192.277583 0.000000000000e+00
 2193.252140 0.000000000000e+00
 2194.226696 0.000000000000e+00
 2195.201253 0.000000000000e+00
 2196.175810 0.000000000000e+00
 2197.150366 0.000000000000e+00
 2198.124923 0.000000000000e+00
 2199.099480 0.000000000000e+00
 2200.074037 0.000000000000e+00
 2201.048593 0.000000000000e+00
 2202.023150 0.000000000000e+00
 2202.997707 0.000000000000e+00
 2203.972263 0.000000000000e+00
 2204.946820 0.000000000000e+00
 2205.921377 0.000000000000e+00
 2206.895933 0.000000000000e+00
 2207.870490 0.000000000000e+00
 2208.845047 0.000000000000e+00
 2209.819603 0.000000000000e+00
 2210.794160 0.000000000000e+00
 2211.768717 0.000000000000e+00
 2212.743273 0.000000000000e+00
 2213.717830 0.000000000000e+00
 2214.692387 0.000000000000e+00
 2215.666943 0.000000000000e+00
 2216.641500 0.000000000000e+00
 2217.616057 0.000000000000e+00
 2218.590614 0.000000000000e+00
 2219.565170 0.000000000000e+00
 2220.539727 0.000000000000e+00
 2221.514284 0.000000000000e+00
 2222.488840 0.000000000000e+00
 2223.463397 0.000000000000e+00
 2224.437954 0.000000000000e+00
 2225.412510 0.000000000000e+00
 2226.387067 0.000000000000e+00
 2227.361624 0.000000000000e+00
 2228.336180 0.000000000000e+00
 2229.310737 0.000000000000e+00
 2230.285294 0.000000000000e+00
 2231.259850 0.000000000000e+00
 2232.234407 0.000000000000e+00
 2233.208964 0.000000000000e+00
 2234.183520 0.000000000000e+00
 2235.158077 0.000000000000e+00
 2236.132634 0.000000000000e+00
 2237.107191 0.000000000000e+00
 2238.081747 0.000000000000e+00
 2239.056304 0.000000000000e+00
 2240.030861 0.000000000000e+00
 2241.005417 0.000000000000e+00
 2241.979974 0.000000000000e+00
 2242.954531 0.000000000000e+00
 2243.929087 0.000000000000e+00
 2244.903644 0.000000000000e+00
 2245.878201 0.000000000000e+00
 2246.852757 0.000000000000e+00
 2247.827314 0.000000000000e+00
 2248.801871 0.000000000000e+00
 2249.776427 0.000000000000e+00
 2250.750984 0.000000000000e+00
 2251.725541 0.000000000000e+00
 2252.700097 0.000000000000e+00
 2253.674654 0.000000000000e+00
 2254.649211 0.000000000000e+00
 2255.623768 0.000000000000e+00
 2256.598324 0.000000000000e+00
 2257.572881 0.000000000000e+00
 2258.547438 0.000000000000e+00
 2259.521994 0.000000000000e+00
 2260.496551 0.000000000000e+00
 2261.471108 0.000000000000e+00
 2262.445664 0.000000000000e+00
 2263.420221 0.000000000000e+00
 2264.394778 0.000000000000e+00
 2265.369334 0.000000000000e+00
 2266.343891 0.000000000000e+00
 2267.318448 0.000000000000e+00
 2268.293004 0.000000000000e+00
 2269.267561 0.000000000000e+00
 2270.242118 0.000000000000e+00
 2271.216674 0.000000000000e+00
 2272.191231 0.000000000000e+00
 2273.165788 0.000000000000e+00
 2274.140345 0.000000000000e+00
 2275.114901 0.000000000000e+00
 2276.089458 0.000000000000e+00
 2277.064015 0.000000000000e+00
 2278.038571 0.000000000000e+00
 2279.013128 0.000000000000e+00
 2279.987685 0.000000000000e+00
 2280.962241 0.000000000000e+00
 2281.936798 0.000000000000e+00
 2282.911355 0.000000000000e+00
 2283.885911 0.000000000000e+00
 2284.860468 0.000000000000e+00
 2285.835025 0.000000000000e+00
 2286.809581 0.000000000000e+00
 2287.784138 0.000000000000e+00
 2288.758695 0.000000000000e+00
 2289.733251 0.000000000000e+00
 2290.707808 0.000000000000e+00
 2291.682365 0.000000000000e+00
 2292.656922 0.000000000000e+00
 2293.631478 0.000000000000e+00
 2294.606035 0.000000000000e+00
 2295.580592 0.000000000000e+00
 2296.555148 0.000000000000e+00
 2297.529705 0.000000000000e+00
 2298.504262 0.000000000000e+00
 2299.478818 0.000000000000e+00
 2300.453375 0.000000000000e+00
 2301.427932 0.000000000000e+00
 2302.402488 0.000000000000e+00
 2303.377045 0.000000000000e+00
 2304.351602 0.000000000000e+00
 2305.326158 0.000000000000e+00
 2306.300715 0.000000000000e+00
 2307.275272 0.000000000000e+00
 2308.249828 0.000000000000e+00
 2309.224385 0.000000000000e+00
 2310.198942 0.000000000000e+00
 2311.173499 0.000000000000e+00
 2312.148055 0.000000000000e+00
 2313.122612 0.000000000000e+00
 2314.097169 0.000000000000e+00
 2315.071725 0.000000000000e+00
 2316.046282 0.000000000000e+00
 2317.020839 0.000000000000e+00
 2317.995395 0.000000000000e+00
 2318.969952 0.000000000000e+00
 2319.944509 0.000000000000e+00
 2320.919065 0.000000000000e+00
 2321.893622 0.000000000000e+00
 2322.868179 0.000000000000e+00
 2323.842735 0.000000000000e+00
 2324.817292 0.000000000000e+00
 2325.791849 0.000000000000e+00
 2326.766405 0.000000000000e+00
 2327.740962 0.000000000000e+00
 2328.715519 0.000000000000e+00
 2329.690076 0.000000000000e+00
 2330.664632 0.000000000000e+00
 2331.639189 0.000000000000e+00
 2332.613746 0.000000000000e+00
 2333.588302 0.000000000000e+00
 2334.562859 0.000000000000e+00
 2335.537416 0.000000000000e+00
 2336.511972 0.000000000000e+00
 2337.486529 0.000000000000e+00
 2338.461086 0.000000000000e+00
 2339.435642 0.000000000000e+00
 2340.410199 0.000000000000e+00
 2341.384756 0.000000000000e+00
 2342.359312 0.000000000000e+00
 2343.333869 0.000000000000e+00
 2344.308426 0.000000000000e+00
 2345.282982 0.000000000000e+00
 2346.257539 0.000000000000e+00
 2347.232096 0.000000000000e+00
 2348.206653 0.000000000000e+00
 2349.181209 0.000000000000e+00
 2350.155766 0.000000000000e+00
 2351.130323 0.000000000000e+00
 2352.104879 0.000000000000e+00
 2353.079436 0.000000000000e+00
 2354.053993 0.000000000000e+00
 2355.028549 0.000000000000e+00
 2356.003106 0.000000000000e+00
 2356.977663 0.000000000000e+00
 2357.952219 0.000000000000e+00
 2358.926776 0.000000000000e+00
 2359.901333 0.000000000000e+00
 2360.875889 0.000000000000e+00
 2361.850446 0.000000000000e+00
 2362.825003 0.000000000000e+00
 2363.799559 0.000000000000e+00
 2364.774116 0.000000000000e+00
 2365.748673 0.000000000000e+00
 2366.723230 0.000000000000e+00
 2367.697786 0.000000000000e+00
 2368.672343 0.000000000000e+00
 2369.646900 0.000000000000e+00
 2370.621456 0.000000000000e+00
 2371.596013 0.000000000000e+00
 2372.570570 0.000000000000e+00
 2373.545126 0.000000000000e+00
 2374.519683 0.000000000000e+00
 2375.494240 0.000000000000e+00
 2376.468796 0.000000000000e+00
 2377.443353 0.000000000000e+00
 2378.417910 0.000000000000e+00
 2379.392466 0.000000000000e+00
 2380.367023 0.000000000000e+00
 2381.341580 0.000000000000e+00
 2382.316136 0.000000000000e+00
 2383.290693 0.000000000000e+00
 2384.265250 0.000000000000e+00
 2385.239807 0.000000000000e+00
 2386.214363 0.000000000000e+00
 2387.188920 0.000000000000e+00
 2388.163477 0.000000000000e+00
 2389.138033 0.000000000000e+00
 2390.112590 0.000000000000e+00
 2391.087147 0.000000000000e+00
 2392.061703 0.000000000000e+00
 2393.036260 0.000000000000e+00
 2394.010817 0.000000000000e+00
 2394.985373 0.000000000000e+00
 2395.959930 0.000000000000e+00
 2396.934487 0.000000000000e+00
 2397.909043 0.000000000000e+00
 2398.883600 0.000000000000e+00
 2399.858157 0.000000000000e+00
 2400.832713 0.000000000000e+00
 2401.807270 0.000000000000e+00
 2402.781827 0.000000000000e+00
 2403.756384 0.000000000000e+00
 2404.730940 0.000000000000e+00
 2405.705497 0.000000000000e+00
 2406.680054 0.000000000000e+00
 2407.654610 0.000000000000e+00
 2408.629167 0.000000000000e+00
 2409.603724 0.000000000000e+00
 2410.578280 0.000000000000e+00
 2411.552837 0.000000000000e+00
 2412.527394 0.000000000000e+00
 2413.501950 0.000000000000e+00
 2414.476507 0.000000000000e+00
 2415.451064 0.000000000000e+00
 2416.425620 0.000000000000e+00
 2417.400177 0.000000000000e+00
 2418.374734 0.000000000000e+00
 2419.349290 0.000000000000e+00
 2420.323847 0.000000000000e+00
 2421.298404 0.000000000000e+00
 2422.272961 0.000000000000e+00
 2423.247517 0.000000000000e+00
 2424.222074 0.000000000000e+00
 2425.196631 0.000000000000e+00
 2426.171187 0.000000000000e+00
 2427.145744 0.000000000000e+00
 2428.120301 0.000000000000e+00
 2429.094857 0.000000000000e+00
 2430.069414 0.000000000000e+00
 2431.043971 0.000000000000e+00
 2432.018527 0.000000000000e+00
 2432.993084 0.000000000000e+00
 2433.967641 0.000000000000e+00
 2434.942197 0.000000000000e+00
 2435.916754 0.000000000000e+00
 2436.891311 0.000000000000e+00
